MUN_OFICIA,CLA_CICTRO,INESTAB_su,SUP_TOT_HA
"08047",Bajo,0.000000,180707.403
"08002",Muy bajo,0.000000,921633.463
"08055",Muy bajo,0.000000,192684.998
"08021",Muy bajo,0.000000,53311.988
"08045",Muy bajo,0.000000,42916.690
"08001",Muy bajo,0.000000,1691008.138
"08017",Muy bajo,0.000000,360821.781
"08054",Muy bajo,0.000000,226313.733
"08032",Muy bajo,0.000000,192360.021
"08003",Muy bajo,0.000000,213314.399
"08011",Bajo,0.000000,1374700.639
"08036",Bajo,0.000000,1077122.829
"08038",Muy bajo,0.000000,411968.987
"08052",Muy bajo,0.000000,679589.682
"08062",Muy bajo,0.000000,303970.877
"08042",Muy bajo,0.000000,502543.562
"08007",Bajo,0.000000,537055.628
"08008",Bajo,0.000000,213712.018
"08009",Bajo,0.000000,270598.176
"08010",Muy bajo,0.000000,791196.917
"08012",Bajo,0.000000,259068.053
"08014",Bajo,0.000000,189007.844
"08015",Muy bajo,0.000000,1165089.445
"08016",Muy bajo,0.000000,105301.668
"08018",Bajo,0.000000,160816.896
"08022",Muy bajo,0.000000,103307.907
"08024",Muy bajo,0.000000,66952.952
"08026",Muy bajo,0.000000,48542.838
"08027",Bajo,0.000000,697233.938
"08031",Bajo,0.000000,572968.234
"08033",Muy bajo,0.000000,85288.523
"08034",Muy bajo,0.000000,286081.253
"08039",Bajo,0.000000,134791.796
"08044",Muy bajo,0.000000,118210.178
"08048",Muy bajo,0.000000,485996.636
"08049",Muy bajo,0.000000,200087.780
"08056",Muy bajo,0.000000,117214.859
"08057",Muy bajo,0.000000,131956.791
"08058",Muy bajo,0.000000,87856.403
"08059",Muy bajo,0.000000,47991.468
"08060",Muy bajo,0.000000,34554.687
"08061",Muy bajo,0.000000,355657.504
"08064",Muy bajo,0.000000,46970.286
"08067",Muy bajo,0.000000,295429.630
"32027",Muy bajo,0.000000,188142.909
"32007",Muy bajo,0.000000,241824.159
"32041",Muy bajo,0.000000,62386.341
"32005",Muy bajo,0.000000,38744.130
"32006",Muy bajo,0.000000,44946.967
"32008",Muy bajo,0.000000,32438.414
"32010",Muy bajo,0.000000,509246.933
"32012",Muy bajo,0.000000,79478.201
"32013",Muy bajo,0.000000,19770.651
"32016",Muy bajo,0.000000,44207.764
"32020",Muy bajo,0.000000,154336.417
"32024",Muy bajo,0.000000,42911.719
"32025",Muy bajo,0.000000,17688.475
"32026",Muy bajo,0.000000,1211657.094
"32031",Muy bajo,0.000000,159969.457
"32032",Muy bajo,0.000000,18091.795
"32035",Muy bajo,0.000000,40847.675
"32036",Muy bajo,0.000000,64481.210
"32037",Muy bajo,0.000000,68228.894
"32038",Muy bajo,0.000000,316863.759
"32039",Muy bajo,0.000000,183870.152
"32040",Bajo,0.000000,141498.166
"32042",Bajo,0.000000,363296.984
"32043",Muy bajo,0.000000,19959.721
"32046",Muy bajo,0.000000,72453.081
"32052",Muy bajo,0.000000,34173.923
"32053",Muy bajo,0.000000,43194.111
"32054",Muy bajo,0.000000,37535.932
"32055",Muy bajo,0.000000,217915.837
"32057",Muy bajo,0.000000,22080.524
"32001",Muy bajo,0.000000,29284.434
"32002",Muy bajo,0.000000,20248.560
"32003",Muy bajo,0.000000,28122.689
"32004",Muy bajo,0.000000,32881.655
"32011",Muy bajo,0.000000,30710.595
"32015",Muy bajo,0.000000,35358.135
"32018",Muy bajo,0.000000,37230.174
"32019",Muy bajo,0.000000,71787.202
"32023",Muy bajo,0.000000,33857.517
"32028",Muy bajo,0.000000,48649.214
"32030",Muy bajo,0.000000,16180.770
"32033",Muy bajo,0.000000,54025.460
"32034",Muy bajo,0.000000,87766.211
"32044",Muy bajo,0.000000,41019.018
"32045",Muy bajo,0.000000,54443.919
"32047",Muy bajo,0.000000,67947.236
"32048",Muy bajo,0.000000,74596.161
"32058",Muy bajo,0.000000,27835.136
"32009",Bajo,0.000000,90089.567
"32021",Bajo,0.000000,117108.991
"32049",Bajo,0.000000,570835.970
"32051",Muy bajo,0.000000,666942.495
"32014",Muy bajo,0.000000,483583.373
"32017",Muy bajo,0.000000,81707.149
"32022",Muy bajo,0.000000,62359.198
"32050",Muy bajo,0.000000,15994.196
"32056",Muy bajo,0.000000,44149.650
"32029",Muy bajo,0.000000,110582.862
"10036",Muy bajo,0.000000,474161.371
"07099",Muy bajo,0.000000,160290.732
"07102",Muy bajo,0.000000,16585.423
"07055",Muy bajo,0.000000,2275.597
"07115",Muy bajo,0.000000,54285.219
"07059",Medio,0.000000,958017.044
"07089",Muy bajo,0.000000,98013.087
"07101",Bajo,0.000000,33487.847
"07027",Bajo,0.000000,83063.896
"07012",Muy bajo,0.000000,35197.142
"07041",Muy bajo,0.000000,51423.161
"07003",Muy bajo,0.000000,55980.393
"07032",Muy bajo,0.000000,41688.858
"07050",Muy bajo,0.000000,45660.893
"07097",Muy bajo,0.000000,185250.146
"07092",Muy bajo,0.000000,125636.221
"07090",Muy bajo,0.000000,6609.889
"07088",Muy bajo,0.000000,7833.514
"07079",Bajo,0.000000,35953.889
"07074",Muy bajo,0.000000,43489.759
"07062",Muy bajo,0.000000,59849.447
"07061",Muy bajo,0.000000,209547.899
"07060",Muy bajo,0.000000,6113.901
"07048",Muy bajo,0.000000,74279.843
"07043",Muy bajo,0.000000,12525.086
"07033",Muy bajo,0.000000,21009.379
"07025",Muy bajo,0.000000,18142.439
"07021",Bajo,0.000000,34641.319
"07009",Bajo,0.000000,80774.813
"07042",Muy bajo,0.000000,9436.462
"07040",Muy bajo,0.000000,39613.489
"07039",Muy bajo,0.000000,33910.393
"07038",Muy bajo,0.000000,31077.450
"07037",Muy bajo,0.000000,30317.236
"07035",Muy bajo,0.000000,9404.216
"07034",Muy bajo,0.000000,76446.635
"07031",Bajo,0.000000,167958.292
"07030",Muy bajo,0.000000,99643.621
"07029",Bajo,0.000000,11533.577
"07028",Muy bajo,0.000000,5140.298
"07026",Muy bajo,0.000000,25132.624
"07024",Muy bajo,0.000000,40668.915
"07023",Muy bajo,0.000000,34460.595
"07022",Muy bajo,0.000000,18529.085
"07020",Muy bajo,0.000000,257181.875
"07019",Muy bajo,0.000000,97784.273
"07018",Bajo,0.000000,15501.041
"07016",Muy bajo,0.000000,62972.818
"07015",Muy bajo,0.000000,17415.672
"07014",Muy bajo,0.000000,15915.484
"07013",Bajo,0.000000,36520.518
"07010",Muy bajo,0.000000,7872.116
"07008",Muy bajo,0.000000,58151.161
"07007",Muy bajo,0.000000,15209.508
"07006",Muy bajo,0.000000,25356.415
"07005",Muy bajo,0.000000,31593.059
"07004",Muy bajo,0.000000,95510.508
"07002",Muy bajo,0.000000,48114.299
"07001",Muy bajo,0.000000,24803.957
"07119",Muy bajo,0.000000,1653.578
"07118",Muy bajo,0.000000,3833.660
"07117",Muy bajo,0.000000,19789.975
"07116",Bajo,0.000000,90927.953
"07114",Bajo,0.000000,109294.726
"07113",Muy bajo,0.000000,2680.958
"07112",Muy bajo,0.000000,17304.034
"07111",Muy bajo,0.000000,19460.642
"07110",Muy bajo,0.000000,9403.580
"07109",Muy bajo,0.000000,20926.471
"07108",Muy bajo,0.000000,190139.247
"07107",Muy bajo,0.000000,275497.395
"07106",Muy bajo,0.000000,135998.872
"07105",Muy bajo,0.000000,6203.548
"07104",Muy bajo,0.000000,35818.941
"07103",Muy bajo,0.000000,17424.621
"07100",Muy bajo,0.000000,40219.476
"07098",Muy bajo,0.000000,16852.856
"07094",Muy bajo,0.000000,28350.791
"07093",Muy bajo,0.000000,19246.067
"07091",Muy bajo,0.000000,4259.446
"07087",Muy bajo,0.000000,23611.966
"07086",Muy bajo,0.000000,28388.472
"07084",Muy bajo,0.000000,15632.772
"07083",Muy bajo,0.000000,63274.384
"07082",Muy bajo,0.000000,10540.273
"07081",Muy bajo,0.000000,31394.503
"07080",Muy bajo,0.000000,87599.961
"07077",Muy bajo,0.000000,122824.412
"07076",Muy bajo,0.000000,24995.186
"07075",Muy bajo,0.000000,23480.888
"07073",Muy bajo,0.000000,6767.852
"07072",Muy bajo,0.000000,24743.336
"07071",Muy bajo,0.000000,44545.920
"07070",Muy bajo,0.000000,8266.099
"07069",Muy bajo,0.000000,175660.746
"07068",Muy bajo,0.000000,59314.913
"07067",Muy bajo,0.000000,10567.483
"07066",Muy bajo,0.000000,19253.970
"07065",Muy bajo,0.000000,288797.603
"07064",Muy bajo,0.000000,41646.719
"07063",Bajo,0.000000,9229.768
"07058",Muy bajo,0.000000,2952.797
"07057",Muy bajo,0.000000,58431.531
"07056",Muy bajo,0.000000,3653.547
"07054",Muy bajo,0.000000,38261.258
"07053",Muy bajo,0.000000,11029.812
"07052",Muy bajo,0.000000,301539.732
"07051",Muy bajo,0.000000,121956.094
"07049",Muy bajo,0.000000,14879.434
"07047",Bajo,0.000000,23558.998
"07045",Muy bajo,0.000000,10724.375
"07044",Bajo,0.000000,27907.952
"07096",Muy bajo,0.000000,80125.842
"07085",Bajo,0.000000,9608.445
"07046",Muy bajo,0.000000,130132.602
"07017",Bajo,0.000000,244050.789
"07036",Muy bajo,0.000000,4869.079
"07011",Muy bajo,0.000000,21372.290
"07078",Muy bajo,0.000000,39417.246
"27004",Muy bajo,0.000000,171776.754
"27013",Muy bajo,0.000000,53532.180
"27008",Muy bajo,0.000000,371770.074
"27007",Muy bajo,0.000000,59231.346
"27011",Bajo,0.000000,164476.621
"27014",Muy bajo,0.000000,40804.272
"27002",Muy bajo,0.000000,204909.033
"27006",Muy bajo,0.000000,59870.643
"27010",Muy bajo,0.000000,36962.243
"27005",Muy bajo,0.000000,76819.303
"27017",Bajo,0.000000,188235.090
"27016",Muy bajo,0.000000,42080.858
"27009",Muy bajo,0.000000,59234.631
"27003",Bajo,0.000000,269334.588
"27001",Muy bajo,0.000000,357736.436
"27015",Muy bajo,0.000000,73459.852
"27012",Muy bajo,0.000000,242906.661
"20453",Bajo,0.000000,18601.106
"20413",Bajo,0.000000,51226.576
"20334",Medio,0.000000,121555.599
"20102",Muy bajo,0.000000,6938.053
"20427",Muy bajo,0.000000,15573.017
"20010",Muy bajo,0.000000,25206.926
"20305",Muy bajo,0.000000,4679.835
"20005",Muy bajo,0.000000,65885.144
"20025",Muy bajo,0.000000,2267.130
"20075",Muy bajo,0.000000,3336.557
"20141",Bajo,0.000000,67808.734
"20143",Bajo,0.000000,21261.730
"20043",Bajo,0.000000,91133.734
"20557",Muy bajo,0.000000,11279.249
"20071",Bajo,0.000000,10323.587
"20012",Bajo,1.000000,18099.691
"20401",Medio,0.000000,41439.323
"20318",Bajo,0.000000,32511.749
"20057",Muy bajo,0.000000,135544.441
"20103",Muy bajo,0.000000,1134.194
"20360",Muy bajo,0.000000,2680.216
"20452",Muy bajo,0.000000,1760.941
"20087",Muy bajo,0.000000,639.688
"20072",Muy bajo,0.000000,10843.621
"20301",Muy bajo,0.000000,887.726
"20068",Muy bajo,0.000000,11949.555
"20132",Muy bajo,0.000000,1008.026
"20192",Muy bajo,0.000000,520.532
"20243",Muy bajo,0.000000,2423.168
"20315",Muy bajo,0.000000,757.775
"20530",Muy bajo,0.000000,7010.263
"20007",Muy bajo,0.000000,451.851
"20546",Muy bajo,0.000000,10786.750
"20550",Muy bajo,0.000000,3666.151
"20145",Muy bajo,0.000000,1145.427
"20067",Muy bajo,0.000000,8952.537
"20091",Muy bajo,0.000000,2757.595
"20553",Muy bajo,0.000000,8152.512
"20483",Muy bajo,0.000000,9547.193
"20077",Muy bajo,0.000000,1196.969
"20045",Muy bajo,0.000000,2697.032
"20193",Muy bajo,0.000000,13205.532
"20338",Muy bajo,0.000000,826.643
"20294",Muy bajo,0.000000,10149.093
"20277",Muy bajo,2.000000,97299.134
"20155",Muy bajo,0.000000,3872.139
"20487",Muy bajo,0.000000,10913.702
"20494",Muy bajo,0.000000,6309.216
"20511",Muy bajo,0.000000,14629.199
"20531",Muy bajo,0.000000,4400.333
"20535",Muy bajo,0.000000,13645.181
"20569",Muy bajo,0.000000,8376.764
"20048",Muy bajo,0.000000,4102.469
"20063",Muy bajo,0.000000,428.408
"20092",Muy bajo,0.000000,2881.046
"20094",Muy bajo,0.000000,6400.449
"20049",Muy bajo,0.000000,1033.241
"20051",Muy bajo,0.000000,3935.044
"20069",Muy bajo,0.000000,2688.920
"20078",Muy bajo,0.000000,1245.758
"20083",Muy bajo,0.000000,2598.736
"20084",Muy bajo,0.000000,5513.904
"20112",Muy bajo,0.000000,9217.792
"20118",Muy bajo,0.000000,2388.186
"20157",Muy bajo,0.000000,415.642
"20162",Muy bajo,0.000000,7272.349
"20174",Muy bajo,0.000000,302.030
"20178",Muy bajo,0.000000,5210.035
"20191",Muy bajo,0.000000,2038.158
"20197",Muy bajo,0.000000,3176.255
"20219",Muy bajo,0.000000,4127.013
"20227",Muy bajo,0.000000,2760.418
"20233",Muy bajo,0.000000,5177.527
"20238",Muy bajo,0.000000,831.116
"20247",Muy bajo,0.000000,3715.487
"20262",Muy bajo,0.000000,6084.682
"20267",Muy bajo,0.000000,1064.445
"20284",Muy bajo,0.000000,7106.002
"20293",Muy bajo,0.000000,4436.658
"20295",Muy bajo,0.000000,4330.171
"20310",Muy bajo,0.000000,2316.846
"20328",Muy bajo,0.000000,9839.252
"20342",Muy bajo,0.000000,821.978
"20343",Muy bajo,0.000000,1536.930
"20349",Muy bajo,0.000000,3048.434
"20107",Muy bajo,0.000000,1100.054
"20356",Muy bajo,0.000000,2787.803
"20358",Muy bajo,0.000000,4666.520
"20363",Muy bajo,0.000000,22006.559
"20365",Muy bajo,0.000000,10109.524
"20368",Muy bajo,0.000000,3632.528
"20369",Muy bajo,0.000000,2067.753
"20375",Muy bajo,0.000000,227.388
"20378",Muy bajo,1.000000,4686.104
"20380",Muy bajo,0.000000,1477.328
"20385",Muy bajo,0.000000,4385.992
"20387",Muy bajo,0.000000,3036.591
"20388",Muy bajo,0.000000,4910.282
"20389",Muy bajo,0.000000,241.345
"20393",Muy bajo,0.000000,1167.390
"20399",Muy bajo,0.000000,3129.978
"20403",Muy bajo,0.000000,653.874
"20411",Muy bajo,0.000000,737.780
"20419",Muy bajo,0.000000,5390.030
"20443",Muy bajo,0.000000,8760.297
"20449",Muy bajo,0.000000,41570.007
"20475",Muy bajo,0.000000,18381.661
"20496",Muy bajo,0.000000,6331.201
"20504",Muy bajo,0.000000,10065.138
"20519",Muy bajo,0.000000,3054.271
"20539",Muy bajo,0.000000,1246.980
"20544",Muy bajo,0.000000,13309.392
"20555",Muy bajo,0.000000,2130.831
"20560",Muy bajo,0.000000,28331.687
"20561",Muy bajo,0.000000,5999.031
"20565",Muy bajo,0.000000,8142.339
"20420",Muy bajo,0.000000,4963.712
"20426",Muy bajo,0.000000,23321.566
"20104",Muy bajo,0.000000,10527.985
"20108",Muy bajo,0.000000,19138.733
"20217",Muy bajo,0.000000,35960.143
"20241",Muy bajo,0.000000,1073.951
"20271",Muy bajo,0.000000,7288.895
"20273",Muy bajo,0.000000,10942.795
"20013",Muy bajo,0.000000,1026.736
"20017",Muy bajo,0.000000,10417.432
"20023",Muy bajo,0.000000,4979.877
"20033",Muy bajo,0.000000,428.317
"20035",Muy bajo,0.000000,450.745
"20123",Muy bajo,0.000000,10870.352
"20135",Muy bajo,0.000000,9936.851
"20150",Muy bajo,1.000000,19295.098
"20161",Muy bajo,1.000000,22008.956
"20398",Muy bajo,0.000000,10441.401
"20028",Muy bajo,1.000000,31750.281
"20409",Muy bajo,0.000000,1680.227
"20059",Muy bajo,0.000000,46739.143
"20154",Muy bajo,0.000000,6110.439
"20167",Muy bajo,0.000000,2849.776
"20209",Muy bajo,1.000000,7545.265
"20254",Muy bajo,0.000000,21113.420
"20319",Muy bajo,0.000000,15464.091
"20347",Muy bajo,0.000000,10618.325
"20314",Muy bajo,0.000000,5823.991
"20149",Muy bajo,0.000000,10703.567
"20096",Muy bajo,0.000000,2260.766
"20215",Muy bajo,0.000000,1455.992
"20562",Muy bajo,0.000000,3903.391
"20147",Muy bajo,0.000000,2260.546
"20230",Muy bajo,0.000000,5197.486
"20164",Muy bajo,0.000000,5575.697
"20548",Muy bajo,0.000000,57416.875
"20018",Muy bajo,0.000000,22459.474
"20021",Muy bajo,0.000000,11214.896
"20327",Bajo,0.000000,99373.098
"20211",Muy bajo,2.000000,20652.978
"20474",Bajo,0.000000,11038.017
"20476",Muy bajo,0.000000,5175.406
"20477",Muy bajo,0.000000,19816.953
"20478",Muy bajo,0.000000,20446.565
"20479",Muy bajo,0.000000,2045.024
"20480",Muy bajo,0.000000,7132.874
"20481",Muy bajo,1.000000,5808.417
"20482",Bajo,0.000000,80451.769
"20484",Muy bajo,0.000000,20115.082
"20485",Bajo,0.000000,12879.772
"20486",Muy bajo,0.000000,14149.167
"20488",Muy bajo,0.000000,1357.966
"20489",Muy bajo,0.000000,29087.767
"20490",Muy bajo,0.000000,1660.196
"20491",Muy bajo,0.000000,25187.471
"20492",Muy bajo,0.000000,24774.928
"20493",Muy bajo,0.000000,1706.773
"20497",Muy bajo,0.000000,4095.402
"20499",Muy bajo,0.000000,6691.519
"20500",Muy bajo,0.000000,33412.506
"20501",Muy bajo,0.000000,5014.728
"20507",Bajo,0.000000,14370.186
"20510",Muy bajo,0.000000,1791.869
"20516",Muy bajo,0.000000,22449.964
"20520",Muy bajo,0.000000,16571.746
"20521",Muy bajo,0.000000,2653.191
"20523",Muy bajo,0.000000,6963.819
"20524",Muy bajo,0.000000,3642.885
"20526",Muy bajo,0.000000,22611.101
"20527",Muy bajo,0.000000,8341.629
"20528",Muy bajo,0.000000,5297.475
"20529",Muy bajo,0.000000,6089.677
"20532",Muy bajo,0.000000,8004.951
"20536",Muy bajo,0.000000,7138.381
"20540",Muy bajo,1.000000,14392.159
"20543",Muy bajo,0.000000,22032.428
"20545",Muy bajo,0.000000,14395.028
"20547",Muy bajo,0.000000,4580.976
"20549",Muy bajo,0.000000,48663.454
"20552",Muy bajo,0.000000,5586.906
"20556",Muy bajo,0.000000,1081.338
"20558",Muy bajo,0.000000,5470.654
"20564",Muy bajo,0.000000,6408.350
"20566",Muy bajo,0.000000,19777.512
"20567",Muy bajo,0.000000,30543.018
"20568",Muy bajo,0.000000,4383.205
"20004",Muy bajo,0.000000,8370.392
"20011",Muy bajo,0.000000,6768.237
"20016",Muy bajo,2.000000,12609.042
"20022",Muy bajo,0.000000,11167.108
"20024",Muy bajo,0.000000,7911.698
"20026",Muy bajo,0.000000,13334.393
"20029",Muy bajo,0.000000,3581.654
"20032",Muy bajo,0.000000,6127.292
"20034",Muy bajo,0.000000,3082.597
"20037",Muy bajo,0.000000,17472.542
"20046",Muy bajo,0.000000,23467.223
"20047",Muy bajo,0.000000,2676.562
"20050",Muy bajo,0.000000,8507.188
"20054",Muy bajo,0.000000,2483.187
"20055",Muy bajo,0.000000,14420.313
"20056",Muy bajo,0.000000,5752.890
"20058",Muy bajo,0.000000,18219.206
"20065",Muy bajo,2.000000,7252.777
"20070",Muy bajo,0.000000,6736.517
"20076",Muy bajo,1.000000,18659.148
"20081",Muy bajo,0.000000,9646.661
"20082",Muy bajo,0.000000,15096.623
"20086",Muy bajo,0.000000,5140.148
"20088",Muy bajo,0.000000,26065.514
"20089",Muy bajo,0.000000,9928.448
"20090",Muy bajo,0.000000,8763.052
"20093",Muy bajo,0.000000,5002.100
"20099",Muy bajo,0.000000,1439.892
"20101",Muy bajo,0.000000,706.008
"20052",Muy bajo,0.000000,84063.154
"20053",Muy bajo,0.000000,12438.650
"20060",Muy bajo,0.000000,6770.691
"20061",Muy bajo,0.000000,2242.673
"20062",Muy bajo,0.000000,221.247
"20066",Muy bajo,0.000000,54758.229
"20074",Muy bajo,0.000000,3844.138
"20079",Bajo,0.000000,13184.621
"20080",Muy bajo,0.000000,5558.951
"20085",Bajo,0.000000,33572.509
"20095",Muy bajo,0.000000,5708.308
"20097",Bajo,0.000000,4863.237
"20098",Muy bajo,1.000000,14551.081
"20100",Bajo,0.000000,4094.318
"20113",Muy bajo,0.000000,12090.306
"20114",Bajo,0.000000,3032.624
"20116",Muy bajo,0.000000,5740.519
"20117",Bajo,0.000000,15615.939
"20120",Muy bajo,0.000000,874.122
"20122",Muy bajo,0.000000,9338.681
"20125",Bajo,0.000000,230456.120
"20126",Muy bajo,0.000000,13677.225
"20130",Bajo,0.000000,35488.928
"20131",Muy bajo,0.000000,31036.956
"20134",Muy bajo,0.000000,13445.556
"20136",Muy bajo,0.000000,44749.451
"20146",Muy bajo,0.000000,4081.756
"20159",Muy bajo,1.000000,58374.019
"20166",Muy bajo,0.000000,19314.780
"20169",Muy bajo,0.000000,5392.685
"20170",Muy bajo,0.000000,7745.525
"20171",Muy bajo,0.000000,25787.397
"20173",Muy bajo,0.000000,13420.479
"20175",Muy bajo,0.000000,42156.587
"20179",Muy bajo,0.000000,11440.327
"20182",Muy bajo,0.000000,5013.234
"20184",Muy bajo,0.000000,87701.085
"20187",Muy bajo,0.000000,6598.942
"20189",Bajo,0.000000,9860.208
"20190",Muy bajo,0.000000,138248.899
"20194",Muy bajo,0.000000,7134.449
"20196",Muy bajo,0.000000,1659.210
"20200",Bajo,0.000000,31600.317
"20201",Muy bajo,0.000000,5654.697
"20203",Muy bajo,0.000000,10742.873
"20204",Muy bajo,0.000000,10627.869
"20207",Muy bajo,0.000000,162750.774
"20212",Muy bajo,0.000000,18829.700
"20214",Muy bajo,0.000000,20286.729
"20216",Bajo,0.000000,1961.040
"20220",Muy bajo,0.000000,25512.350
"20222",Muy bajo,0.000000,3782.385
"20223",Muy bajo,0.000000,2910.955
"20226",Muy bajo,0.000000,13442.914
"20231",Muy bajo,0.000000,10159.717
"20232",Muy bajo,0.000000,45488.544
"20235",Muy bajo,0.000000,28899.665
"20236",Bajo,1.000000,5377.695
"20246",Muy bajo,0.000000,1468.601
"20248",Bajo,0.000000,8972.726
"20253",Bajo,1.000000,16177.958
"20257",Bajo,0.000000,3408.200
"20260",Muy bajo,0.000000,14211.256
"20263",Muy bajo,1.000000,12346.152
"20265",Bajo,0.000000,118422.926
"20266",Bajo,0.000000,51928.035
"20268",Muy bajo,0.000000,1074.655
"20275",Bajo,0.000000,20773.519
"20276",Muy bajo,0.000000,1981.722
"20278",Muy bajo,0.000000,74349.393
"20279",Muy bajo,2.000000,6955.083
"20280",Muy bajo,0.000000,6106.742
"20282",Bajo,0.000000,20554.977
"20288",Muy bajo,0.000000,3920.006
"20289",Muy bajo,0.000000,2956.065
"20291",Muy bajo,2.000000,18789.559
"20296",Muy bajo,0.000000,14958.671
"20298",Muy bajo,0.000000,28044.336
"20299",Muy bajo,0.000000,3542.611
"20306",Bajo,1.000000,7447.206
"20307",Bajo,0.000000,69391.145
"20308",Bajo,0.000000,2650.334
"20309",Muy bajo,0.000000,10187.686
"20316",Muy bajo,0.000000,12103.118
"20323",Muy bajo,0.000000,4210.582
"20324",Bajo,0.000000,44494.403
"20325",Muy bajo,0.000000,56413.527
"20326",Muy bajo,0.000000,15222.818
"20330",Muy bajo,0.000000,14866.472
"20333",Muy bajo,0.000000,40177.328
"20335",Muy bajo,0.000000,2814.455
"20336",Muy bajo,0.000000,16537.351
"20344",Muy bajo,2.000000,20690.959
"20351",Muy bajo,0.000000,5077.806
"20124",Muy bajo,0.000000,20830.944
"20139",Muy bajo,0.000000,6245.285
"20353",Muy bajo,0.000000,5475.225
"20355",Muy bajo,0.000000,4127.236
"20357",Muy bajo,0.000000,17235.095
"20359",Muy bajo,0.000000,4637.032
"20361",Muy bajo,0.000000,5119.003
"20362",Muy bajo,0.000000,2557.487
"20366",Muy bajo,0.000000,12661.018
"20384",Muy bajo,0.000000,5688.539
"20391",Muy bajo,1.000000,6997.254
"20394",Bajo,0.000000,9852.761
"20406",Muy bajo,0.000000,28355.365
"20407",Muy bajo,0.000000,454703.114
"20410",Bajo,0.000000,54025.108
"20412",Muy bajo,0.000000,38926.383
"20417",Muy bajo,0.000000,32427.848
"20418",Muy bajo,0.000000,72956.657
"20421",Muy bajo,0.000000,14781.084
"20424",Muy bajo,2.000000,14528.909
"20425",Muy bajo,0.000000,5578.557
"20428",Muy bajo,0.000000,16073.135
"20432",Muy bajo,0.000000,1318.560
"20435",Bajo,0.000000,8447.236
"20437",Bajo,0.000000,15306.249
"20438",Muy bajo,0.000000,2412.521
"20439",Bajo,0.000000,52072.926
"20440",Muy bajo,0.000000,11400.295
"20441",Muy bajo,0.000000,8607.078
"20442",Bajo,0.000000,4824.811
"20454",Bajo,0.000000,7080.738
"20457",Muy bajo,0.000000,31208.955
"20458",Muy bajo,1.000000,20411.387
"20465",Muy bajo,0.000000,12207.904
"20468",Muy bajo,0.000000,61883.617
"20471",Muy bajo,0.000000,2560.617
"20472",Muy bajo,0.000000,26308.161
"20473",Muy bajo,0.000000,11727.768
"20495",Bajo,0.000000,13715.524
"20498",Muy bajo,0.000000,102421.696
"20502",Bajo,0.000000,21301.137
"20503",Muy bajo,0.000000,821.306
"20505",Muy bajo,0.000000,19919.166
"20506",Muy bajo,0.000000,4357.898
"20508",Muy bajo,0.000000,7105.571
"20509",Bajo,0.000000,10532.294
"20512",Muy bajo,2.000000,6415.567
"20513",Muy bajo,0.000000,33966.449
"20514",Muy bajo,0.000000,5624.881
"20517",Muy bajo,0.000000,11355.121
"20522",Muy bajo,0.000000,5644.614
"20525",Bajo,0.000000,64623.740
"20533",Muy bajo,0.000000,6657.897
"20534",Muy bajo,0.000000,10599.919
"20538",Muy bajo,0.000000,1821.926
"20541",Muy bajo,0.000000,2247.109
"20554",Bajo,0.000000,26671.746
"20559",Muy bajo,2.000000,68442.297
"20563",Muy bajo,0.000000,6568.770
"20372",Muy bajo,1.000000,3827.833
"20373",Muy bajo,0.000000,11832.828
"20374",Muy bajo,0.000000,709.720
"20376",Muy bajo,0.000000,1837.528
"20377",Muy bajo,1.000000,56402.582
"20379",Muy bajo,0.000000,4356.398
"20381",Muy bajo,0.000000,2754.678
"20382",Muy bajo,0.000000,4741.950
"20383",Muy bajo,0.000000,2178.153
"20386",Muy bajo,0.000000,48378.539
"20392",Muy bajo,0.000000,15636.947
"20395",Muy bajo,0.000000,8050.897
"20396",Muy bajo,0.000000,759.334
"20397",Muy bajo,1.000000,34650.512
"20400",Muy bajo,0.000000,9515.347
"20402",Bajo,0.000000,8133.513
"20404",Muy bajo,0.000000,6182.233
"20405",Muy bajo,0.000000,17493.798
"20408",Muy bajo,0.000000,2520.990
"20414",Bajo,0.000000,27533.868
"20415",Muy bajo,0.000000,16737.253
"20416",Muy bajo,0.000000,17729.200
"20422",Muy bajo,0.000000,4308.985
"20423",Muy bajo,0.000000,7681.683
"20429",Muy bajo,0.000000,5203.722
"20430",Muy bajo,0.000000,3705.850
"20431",Muy bajo,0.000000,37128.914
"20433",Muy bajo,0.000000,3472.397
"20434",Muy bajo,0.000000,3673.482
"20436",Muy bajo,0.000000,3544.716
"20444",Muy bajo,1.000000,1791.926
"20445",Muy bajo,0.000000,3358.565
"20446",Muy bajo,0.000000,7301.688
"20447",Muy bajo,0.000000,50082.294
"20448",Muy bajo,0.000000,15752.709
"20450",Muy bajo,2.000000,20727.520
"20451",Muy bajo,0.000000,8580.841
"20456",Muy bajo,0.000000,3870.420
"20459",Muy bajo,0.000000,32505.172
"20461",Muy bajo,0.000000,3842.431
"20462",Muy bajo,0.000000,11067.617
"20463",Muy bajo,0.000000,10076.447
"20464",Muy bajo,0.000000,4617.323
"20466",Muy bajo,0.000000,45605.104
"20467",Bajo,0.000000,63789.447
"20469",Muy bajo,2.000000,77414.459
"20237",Muy bajo,0.000000,12788.739
"20105",Muy bajo,1.000000,10970.086
"20106",Muy bajo,0.000000,1647.843
"20109",Muy bajo,0.000000,7720.237
"20110",Muy bajo,0.000000,2923.666
"20208",Muy bajo,1.000000,35818.524
